Logistic_Probabilities,RF_Probabilities
"[6.83461261e-05 1.63660996e-04 7.47658068e-05 1.29430320e-04
 4.49396921e-05 1.62581150e-04 9.98054452e-01 1.30552958e-04
 4.05897471e-05 1.77712485e-04 1.04546112e-04 1.51327646e-04
 1.05109688e-04 1.18277095e-04 1.51895012e-04 7.75032037e-05
 5.10852930e-05 1.93224591e-04]","[0.   0.06 0.01 0.01 0.   0.01 0.62 0.   0.   0.13 0.01 0.03 0.01 0.
 0.06 0.02 0.   0.03]"
"[8.86654334e-05 9.98363161e-01 6.56328835e-05 8.16146631e-05
 4.06612163e-05 1.14216394e-04 9.97819277e-05 5.85438109e-05
 1.76549125e-05 1.03012465e-04 1.57337276e-05 1.55346076e-04
 8.38114206e-05 1.61584683e-04 1.43174601e-04 8.88614786e-05
 1.44538671e-04 1.74004921e-04]","[0.   0.84 0.   0.01 0.   0.01 0.01 0.   0.01 0.   0.   0.02 0.   0.01
 0.06 0.01 0.02 0.  ]"
"[3.58447658e-05 5.26843757e-05 4.46634194e-05 6.01285638e-05
 4.74824376e-05 3.69326479e-05 4.99524491e-05 6.46637392e-05
 9.98390052e-01 6.05532743e-05 8.01584365e-04 4.95180891e-05
 3.93441583e-05 4.83839191e-05 3.58931682e-05 4.80047508e-05
 9.61367941e-05 3.81774174e-05]","[0.   0.   0.   0.   0.02 0.   0.   0.   0.89 0.   0.07 0.   0.   0.
 0.   0.   0.02 0.  ]"
"[6.08556344e-05 9.80627492e-05 6.32632469e-05 8.88536685e-05
 3.12388567e-05 8.13199973e-05 9.18147771e-05 9.98530529e-05
 2.55756175e-05 9.98549298e-01 2.75005985e-04 1.01570381e-04
 6.51244645e-05 6.89628109e-05 7.06713928e-05 7.40626204e-05
 6.30503543e-05 9.14166094e-05]","[0.   0.   0.   0.01 0.   0.01 0.02 0.   0.   0.9  0.   0.01 0.   0.
 0.02 0.03 0.   0.  ]"
"[9.57486703e-05 1.42625040e-04 5.61517056e-05 6.52426952e-05
 5.23012759e-05 9.98281711e-01 1.30065957e-04 1.18416013e-04
 2.40646105e-05 1.02133452e-04 7.17268134e-05 1.88833145e-04
 8.86371625e-05 6.53810235e-05 1.55376433e-04 8.48442580e-05
 5.86763569e-05 2.18064194e-04]","[0.   0.02 0.   0.   0.   0.93 0.   0.   0.   0.02 0.   0.   0.   0.
 0.03 0.   0.   0.  ]"
"[1.19646837e-04 7.64300023e-05 1.40973740e-04 9.62402021e-05
 9.92357657e-05 9.35962708e-05 1.20227940e-04 4.37441048e-04
 5.59618701e-05 5.31581608e-05 2.16792335e-04 7.20183445e-05
 1.08858820e-04 9.97858329e-01 1.28560950e-04 1.03925828e-04
 1.25077222e-04 9.35255289e-05]","[0.   0.   0.01 0.   0.   0.   0.01 0.01 0.02 0.   0.01 0.   0.01 0.92
 0.   0.   0.01 0.  ]"
"[1.10338413e-04 1.43977239e-04 7.51264005e-05 1.13316301e-04
 4.81407420e-05 1.16031760e-04 1.48742473e-04 7.70583875e-05
 2.80669256e-05 8.24031417e-05 5.43559380e-05 1.36903919e-04
 9.14743384e-05 5.36433993e-05 9.98331444e-01 1.05997086e-04
 6.27880242e-05 2.20191152e-04]","[0.01 0.08 0.01 0.   0.   0.01 0.05 0.01 0.   0.02 0.   0.04 0.02 0.
 0.74 0.01 0.   0.  ]"
"[1.00447845e-04 1.45238375e-04 4.19980243e-05 9.63274537e-05
 6.08524307e-05 1.15852779e-04 1.17281279e-04 7.07415597e-05
 3.57806683e-05 9.98467057e-01 6.31096052e-05 1.08924928e-04
 7.42130811e-05 8.05085330e-05 9.98041867e-05 1.25603807e-04
 7.04027164e-05 1.25855676e-04]","[0.02 0.03 0.01 0.   0.   0.   0.02 0.   0.   0.86 0.   0.   0.   0.
 0.03 0.03 0.   0.  ]"
"[1.00524612e-04 1.59901955e-04 1.15506926e-04 9.05659437e-05
 7.13805052e-05 1.92060627e-04 1.22214360e-04 6.33218457e-05
 1.95916720e-05 1.52839471e-04 3.25742776e-05 1.72382064e-04
 1.02917436e-04 8.53798816e-05 6.48638047e-04 1.41147675e-04
 9.17455969e-05 9.97637307e-01]","[0.02 0.01 0.   0.   0.   0.02 0.   0.   0.   0.03 0.   0.   0.   0.02
 0.05 0.05 0.   0.8 ]"
"[8.69467061e-05 1.23992563e-04 3.14361491e-05 8.69656359e-05
 4.37942563e-05 7.15264189e-05 1.53607193e-04 9.12552357e-05
 3.27561811e-05 1.17124586e-04 1.08146289e-05 1.50767461e-04
 4.27945300e-05 5.17276335e-05 9.98567643e-01 1.06070311e-04
 3.81470604e-05 1.92630596e-04]","[0.   0.1  0.   0.04 0.   0.01 0.02 0.02 0.01 0.04 0.   0.02 0.   0.
 0.72 0.   0.   0.02]"
"[1.37031130e-04 9.98078961e-01 1.14173712e-04 9.84789214e-05
 6.94304185e-05 1.96866625e-04 1.32395299e-04 1.02737687e-04
 2.91454466e-05 7.51806751e-05 1.89912621e-05 1.68323895e-04
 1.17831048e-04 9.37649817e-05 1.65472036e-04 1.46165516e-04
 7.56393119e-05 1.79410976e-04]","[0.   0.74 0.   0.01 0.   0.03 0.04 0.02 0.   0.02 0.   0.03 0.02 0.01
 0.07 0.01 0.   0.  ]"
"[3.84186758e-05 4.76697853e-05 8.65309719e-05 7.57573939e-05
 1.54210198e-04 2.87495852e-05 3.67269977e-05 7.13141094e-05
 9.97589460e-01 5.58571347e-05 1.42899087e-03 3.13952610e-05
 6.75336728e-05 8.11654434e-05 3.06436966e-05 6.27669869e-05
 8.07255417e-05 3.20835864e-05]","[0.   0.   0.   0.   0.05 0.   0.   0.   0.92 0.   0.03 0.   0.   0.
 0.   0.   0.   0.  ]"
"[5.02855043e-05 2.97976477e-05 5.72160430e-05 4.60290885e-05
 1.03861057e-04 2.77281440e-05 3.32670197e-05 5.41183199e-05
 8.36749221e-05 2.43733073e-05 1.49918154e-04 4.30256086e-05
 2.31320728e-04 5.91960261e-05 4.64782147e-05 4.46527100e-05
 9.98882602e-01 3.24557346e-05]","[0.   0.   0.02 0.01 0.06 0.   0.   0.01 0.08 0.   0.03 0.02 0.   0.01
 0.01 0.   0.75 0.  ]"
"[9.75476554e-05 1.13665008e-04 1.20894233e-04 1.23029487e-04
 8.91677620e-05 1.40571697e-04 1.24027049e-04 1.42170424e-04
 5.50735940e-05 1.22733348e-04 3.69636848e-04 9.27550983e-05
 1.01466694e-04 1.17206953e-04 1.15262121e-04 9.97838567e-01
 1.06598664e-04 1.29626303e-04]","[0.01 0.01 0.01 0.04 0.   0.03 0.02 0.04 0.01 0.03 0.   0.   0.03 0.02
 0.   0.74 0.01 0.  ]"
"[9.27389080e-05 1.44685429e-04 3.94648402e-05 6.17514292e-05
 2.32455375e-05 1.71840640e-04 7.11562504e-05 3.88819761e-05
 9.54899003e-06 1.02364215e-04 4.04293312e-06 2.12423890e-04
 5.77058933e-05 3.76127478e-05 1.32581697e-04 8.08544366e-05
 3.55350579e-05 9.98683565e-01]","[0.02 0.02 0.   0.   0.   0.01 0.   0.   0.   0.   0.   0.02 0.   0.
 0.   0.01 0.01 0.91]"
"[3.45493811e-05 4.93645888e-05 4.01706364e-05 4.44555457e-05
 5.67816302e-05 5.51807661e-05 2.81579227e-05 4.37922754e-05
 9.98990845e-01 3.79581636e-05 2.29325784e-04 5.35662119e-05
 5.99117496e-05 4.14397342e-05 5.58770010e-05 4.12601674e-05
 7.43437428e-05 6.30194931e-05]","[0.   0.   0.   0.   0.01 0.   0.   0.   0.96 0.01 0.01 0.   0.   0.
 0.01 0.   0.   0.  ]"
"[8.42064666e-05 1.37096324e-04 1.38612908e-04 9.97543060e-01
 1.04867150e-04 1.36672084e-04 8.94945662e-05 1.80661624e-04
 8.43423644e-05 1.80153636e-04 3.96173680e-04 1.15272819e-04
 1.44264187e-04 1.13305207e-04 1.93214576e-04 1.29544621e-04
 7.93850744e-05 1.49672532e-04]","[0.01 0.03 0.   0.74 0.   0.01 0.02 0.04 0.   0.05 0.01 0.   0.05 0.
 0.01 0.01 0.   0.02]"
"[9.97966245e-01 4.62429925e-05 1.17401586e-04 8.84597132e-05
 8.05955391e-05 9.81695126e-05 7.85967694e-05 1.19590902e-04
 4.97157709e-05 1.09945061e-04 1.84754742e-04 7.18858857e-05
 1.06019477e-04 1.07888838e-04 3.61653975e-04 5.79282548e-05
 5.27650850e-05 3.02140790e-04]","[0.9  0.   0.01 0.   0.   0.   0.05 0.01 0.   0.01 0.   0.   0.   0.
 0.01 0.01 0.   0.  ]"
"[1.45673750e-04 1.42000207e-04 1.81361494e-04 9.97442627e-01
 8.34190813e-05 1.48836819e-04 1.50754980e-04 1.65259527e-04
 3.40334253e-05 1.21873618e-04 2.34228770e-04 8.93261431e-05
 1.48323580e-04 1.48487669e-04 1.67457972e-04 8.36176870e-05
 3.53870410e-04 1.58847960e-04]","[0.02 0.01 0.   0.86 0.   0.   0.03 0.01 0.01 0.01 0.01 0.01 0.02 0.
 0.01 0.   0.   0.  ]"
"[4.64400012e-05 3.13972827e-05 5.39506220e-05 3.89570314e-05
 7.46598804e-05 2.24116876e-05 2.93972891e-05 4.84502252e-05
 7.30836717e-05 3.02089163e-05 7.29407981e-04 3.01297251e-05
 4.27521123e-05 5.33014400e-05 3.53268397e-05 4.52174454e-05
 9.98582064e-01 3.28435517e-05]","[0.01 0.   0.   0.01 0.02 0.   0.   0.   0.03 0.   0.02 0.   0.02 0.
 0.01 0.   0.87 0.01]"
"[1.41892785e-04 9.69553106e-05 7.85089401e-05 1.11383362e-04
 9.57648152e-05 9.40454182e-05 1.01911105e-04 1.35722212e-04
 5.87349925e-05 1.25670103e-04 4.31904489e-04 9.87743037e-05
 9.97918520e-01 7.79553975e-05 1.35730934e-04 9.51862387e-05
 1.30364169e-04 7.09756929e-05]","[0.04 0.02 0.01 0.03 0.   0.   0.   0.03 0.01 0.02 0.   0.01 0.78 0.
 0.01 0.04 0.   0.  ]"
"[4.49563105e-05 3.89319850e-05 5.31886403e-05 1.29659513e-04
 8.28514323e-05 4.54335492e-05 5.08075225e-05 3.29071185e-05
 9.99003573e-01 4.08650502e-05 1.04365899e-04 3.74325296e-05
 6.77179332e-05 6.85050020e-05 2.35471101e-05 4.06171968e-05
 9.18864872e-05 4.27535473e-05]","[0.   0.   0.   0.   0.01 0.   0.   0.   0.98 0.01 0.   0.   0.   0.
 0.   0.   0.   0.  ]"
"[1.26123463e-04 1.13028399e-04 1.35914377e-04 1.34551893e-04
 9.83058154e-05 1.05354478e-04 1.17588245e-04 9.97806340e-01
 5.80478367e-05 1.31959515e-04 3.61599422e-04 1.01280339e-04
 1.39572385e-04 1.51274906e-04 1.13390634e-04 1.38511802e-04
 8.67191728e-05 8.04373352e-05]","[0.   0.   0.   0.04 0.   0.   0.   0.93 0.   0.01 0.   0.   0.01 0.
 0.   0.01 0.   0.  ]"
"[8.33626359e-05 5.76659231e-05 5.04007452e-05 5.83069556e-05
 3.84300838e-05 9.98153964e-01 3.04351739e-04 6.93285713e-05
 2.80084862e-05 1.34072193e-04 1.82155381e-05 4.97208254e-04
 7.49023746e-05 4.99601926e-05 1.21730499e-04 4.42989549e-05
 3.17231811e-05 1.84069330e-04]","[0.   0.01 0.   0.   0.   0.85 0.   0.01 0.   0.05 0.   0.03 0.   0.
 0.04 0.   0.   0.01]"
"[2.54874386e-04 1.54245610e-04 4.68549526e-04 3.57276861e-04
 8.07004763e-04 5.84483450e-04 1.57221532e-04 2.88605520e-04
 1.32097925e-03 2.03618392e-04 9.93470200e-01 1.05405462e-04
 2.18536763e-04 3.90303206e-04 1.71535129e-04 2.73431157e-04
 6.93375610e-04 8.03537585e-05]","[0.01 0.   0.01 0.   0.09 0.01 0.   0.   0.06 0.   0.77 0.   0.   0.01
 0.   0.   0.04 0.  ]"
"[1.44915188e-04 1.57881960e-04 1.18388138e-04 1.01309472e-04
 7.52441721e-05 1.28254386e-04 1.07676636e-04 9.21666942e-05
 5.02912036e-05 9.97881135e-01 2.43657971e-04 1.56375338e-04
 1.34159784e-04 1.06171862e-04 1.43217786e-04 1.50979256e-04
 9.04915116e-05 1.17683217e-04]","[0.02 0.02 0.01 0.02 0.   0.   0.   0.   0.   0.91 0.   0.   0.   0.
 0.   0.02 0.   0.  ]"
"[1.45740668e-04 1.40682916e-04 1.91339537e-04 1.64945488e-04
 7.17465640e-05 1.49892224e-04 1.79589947e-04 1.40875394e-04
 3.91626754e-05 1.29465468e-04 3.71860511e-04 1.01179702e-04
 1.05259470e-04 1.85363605e-04 1.15591542e-04 9.97592353e-01
 9.38281272e-05 8.11235363e-05]","[0.03 0.   0.01 0.06 0.   0.   0.02 0.01 0.   0.03 0.   0.   0.03 0.02
 0.   0.77 0.01 0.01]"
"[5.80631791e-05 1.03700964e-04 9.07922128e-05 8.51309504e-05
 7.05918568e-05 9.86970925e-05 6.17430787e-05 1.21677594e-04
 5.42507020e-05 1.28568007e-04 3.02472705e-04 8.79940575e-05
 9.91922160e-05 7.66647478e-05 1.39966178e-04 9.98251400e-01
 5.35869535e-05 1.15507185e-04]","[0.   0.   0.01 0.   0.01 0.   0.01 0.   0.   0.02 0.   0.   0.05 0.
 0.01 0.87 0.   0.02]"
"[8.19040619e-05 1.33965474e-04 2.74978522e-05 7.28164214e-05
 3.88196283e-05 2.26069998e-04 8.09066542e-05 5.73856072e-05
 2.11695757e-05 1.39051424e-04 1.16045854e-05 9.98569910e-01
 8.20614522e-05 2.67718867e-05 1.23995375e-04 6.10222257e-05
 4.64903307e-05 1.98557101e-04]","[0.02 0.01 0.   0.01 0.   0.04 0.   0.   0.   0.   0.   0.91 0.01 0.
 0.   0.   0.   0.  ]"
"[3.94625014e-05 4.84885359e-05 2.65562606e-05 5.59286859e-05
 4.18754869e-05 5.73522232e-05 4.14830049e-05 3.04997351e-05
 9.99151249e-01 3.58502215e-05 9.12888108e-05 7.63791653e-05
 3.51522851e-05 2.94515900e-05 5.92453316e-05 4.70562162e-05
 5.82507107e-05 7.44299836e-05]","[0.   0.02 0.   0.01 0.   0.   0.   0.   0.95 0.   0.01 0.01 0.   0.
 0.   0.   0.   0.  ]"
"[7.01055116e-05 9.98329944e-01 1.06720422e-04 1.00001966e-04
 6.20322171e-05 9.57232442e-05 1.11482543e-04 1.16135019e-04
 3.05954430e-05 1.27719357e-04 1.44306325e-04 1.24383489e-04
 1.03696044e-04 9.61206149e-05 1.24630900e-04 1.05551441e-04
 4.98468030e-05 1.01005044e-04]","[0.02 0.79 0.   0.   0.   0.01 0.01 0.01 0.   0.02 0.   0.03 0.02 0.
 0.05 0.04 0.   0.  ]"
"[1.26099583e-04 9.98070252e-01 1.07137134e-04 1.13756409e-04
 7.81309069e-05 1.37541774e-04 1.17982942e-04 9.42466149e-05
 4.03411219e-05 1.31885812e-04 1.69339216e-04 1.30532258e-04
 1.21123933e-04 1.19010281e-04 1.24670553e-04 1.21234679e-04
 7.47236512e-05 1.21990868e-04]","[0.   0.97 0.   0.   0.   0.01 0.   0.   0.   0.01 0.   0.01 0.   0.
 0.   0.   0.   0.  ]"
"[4.08826099e-05 3.07449268e-05 5.50139751e-05 4.57603159e-05
 9.14723554e-05 2.67186433e-05 3.76908526e-05 4.62350731e-05
 9.98191909e-01 3.87954105e-05 1.08802003e-03 2.52782034e-05
 4.81510207e-05 6.05590413e-05 3.07543785e-05 4.20308920e-05
 8.14707295e-05 1.85126289e-05]","[0.   0.   0.   0.   0.   0.   0.   0.   0.99 0.   0.01 0.   0.   0.
 0.   0.   0.   0.  ]"
"[1.66694117e-04 9.98159801e-01 9.54798392e-05 8.34216307e-05
 5.33489389e-05 1.77372653e-04 1.48226246e-04 7.74249335e-05
 3.92376585e-05 1.24820569e-04 4.65802145e-05 1.54160421e-04
 8.91058606e-05 7.27875404e-05 1.13527405e-04 9.04343295e-05
 8.21984787e-05 2.25378520e-04]","[0.   0.84 0.01 0.01 0.   0.03 0.04 0.01 0.   0.02 0.   0.02 0.01 0.
 0.01 0.   0.   0.  ]"
"[6.05307280e-05 1.58607938e-04 2.89580672e-05 5.46473421e-05
 2.69327977e-05 1.68707384e-04 7.73112767e-05 5.63727698e-05
 1.09972387e-05 1.50818331e-04 3.82855140e-06 2.22542542e-04
 5.63816964e-05 3.34723636e-05 1.37003805e-04 6.67490098e-05
 3.32963393e-05 9.98652842e-01]","[0.   0.03 0.01 0.   0.   0.   0.   0.01 0.   0.   0.   0.04 0.   0.
 0.01 0.   0.   0.9 ]"
"[9.98590065e-01 5.93359161e-05 1.03379493e-04 7.97199524e-05
 7.71237800e-05 7.10834094e-05 7.58958649e-05 1.08413160e-04
 4.61070470e-05 5.65209611e-05 1.20207599e-04 8.75363762e-05
 8.34545133e-05 1.12314758e-04 1.01591490e-04 7.82372666e-05
 7.09544780e-05 7.80587850e-05]","[0.86 0.   0.   0.02 0.   0.   0.02 0.   0.   0.01 0.   0.02 0.01 0.02
 0.03 0.01 0.   0.  ]"
"[4.76753355e-05 2.58091700e-05 6.73872365e-05 2.77327499e-05
 9.98756301e-01 3.29896090e-05 4.52340010e-05 4.55449679e-05
 1.32749201e-04 2.57514225e-05 5.46420339e-04 1.49852967e-05
 4.52134508e-05 4.67151038e-05 3.51823819e-05 2.30602839e-05
 6.88262247e-05 1.24222354e-05]","[0.01 0.   0.   0.   0.88 0.   0.   0.01 0.03 0.   0.06 0.   0.   0.
 0.   0.   0.01 0.  ]"
"[4.26728132e-05 3.71903884e-05 4.82034823e-05 3.56547397e-05
 7.18530107e-05 2.58903591e-05 3.19153477e-05 3.76640126e-05
 9.98444439e-01 3.42359213e-05 8.81454833e-04 3.23416207e-05
 4.72781907e-05 4.33914499e-05 3.51698982e-05 4.79307565e-05
 8.27152587e-05 1.99990884e-05]",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1.12735516e-04 1.45299528e-04 8.11879120e-05 1.01451731e-04
 7.15665615e-05 9.97845085e-01 1.23140730e-04 8.07341385e-05
 2.76350479e-05 1.44632541e-04 4.55380554e-05 1.67835111e-04
 1.16265793e-04 9.31639847e-05 1.49089012e-04 1.22359975e-04
 6.99029187e-05 5.02376062e-04]","[0.01 0.02 0.   0.   0.   0.92 0.02 0.   0.   0.   0.   0.   0.01 0.
 0.01 0.   0.   0.01]"
"[4.21345128e-05 1.32997733e-04 2.94238907e-05 6.54446651e-05
 1.93333947e-05 9.98719622e-01 7.83885541e-05 6.00636233e-05
 1.97164829e-05 1.35690562e-04 1.14132919e-05 1.51051177e-04
 5.78348450e-05 4.70138254e-05 1.28247641e-04 4.43283515e-05
 2.49536231e-05 2.32342238e-04]","[0.   0.04 0.   0.01 0.   0.83 0.   0.   0.   0.03 0.   0.03 0.   0.
 0.01 0.   0.   0.05]"
"[7.46680468e-05 3.34495547e-05 9.28708837e-05 7.18202084e-05
 1.41856614e-04 6.26554626e-05 6.12508855e-05 9.74082896e-05
 1.49855491e-04 7.91360050e-05 7.74008894e-04 5.08111527e-05
 8.10311048e-05 8.77605798e-05 6.53441936e-05 4.78311909e-05
 9.97976225e-01 5.20168075e-05]","[0.01 0.   0.02 0.   0.04 0.   0.   0.02 0.07 0.   0.03 0.   0.01 0.03
 0.01 0.   0.76 0.  ]"
"[1.05523353e-04 1.21216927e-04 5.69451423e-05 7.15091902e-05
 3.75715636e-05 1.79778682e-04 1.26233836e-04 5.52501840e-05
 1.75422834e-05 1.12783957e-04 1.39815663e-05 9.98522870e-01
 6.00475475e-05 2.98777696e-05 1.41405633e-04 9.58332930e-05
 5.15207806e-05 2.00108674e-04]","[0.01 0.   0.   0.   0.   0.02 0.01 0.   0.   0.01 0.   0.88 0.   0.
 0.01 0.   0.   0.06]"
"[1.32932948e-04 1.34737542e-04 3.45093680e-04 2.10879889e-04
 5.05671564e-04 1.32852119e-04 1.28012218e-04 2.43820385e-04
 7.64539478e-04 8.56076357e-05 9.95959796e-01 1.13244093e-04
 1.64039485e-04 1.91286876e-04 1.44622094e-04 1.77731613e-04
 5.17712301e-04 4.74205183e-05]","[0.   0.   0.   0.   0.06 0.   0.   0.   0.   0.   0.93 0.   0.   0.
 0.   0.   0.01 0.  ]"
"[5.84256090e-05 8.62287598e-05 4.44679993e-05 5.48467721e-05
 3.59700075e-05 9.98796687e-01 8.12697597e-05 6.77586617e-05
 1.58042685e-05 1.03229461e-04 2.63306673e-05 1.32591504e-04
 5.52320907e-05 5.29007447e-05 9.44061824e-05 8.33524245e-05
 3.96854289e-05 1.70813129e-04]","[0.   0.02 0.   0.   0.   0.9  0.01 0.   0.   0.03 0.   0.01 0.01 0.
 0.01 0.   0.   0.01]"
"[2.43380019e-05 2.84891259e-05 5.50319760e-05 4.43190470e-05
 9.98719972e-01 1.85081508e-05 2.37982091e-05 4.62570899e-05
 5.96121944e-05 3.56056507e-05 7.04267174e-04 1.88396720e-05
 4.30863938e-05 5.17955088e-05 1.90416927e-05 3.45108054e-05
 5.28819346e-05 1.96455093e-05]","[0.   0.   0.   0.   0.92 0.   0.   0.   0.04 0.   0.03 0.   0.   0.
 0.   0.   0.01 0.  ]"
"[1.17907595e-04 1.60014805e-04 8.22780499e-05 1.28164869e-04
 6.24215066e-05 1.47142946e-04 1.05100508e-04 1.18033018e-04
 2.58120710e-05 1.12900528e-04 1.41524374e-04 1.00043568e-04
 1.02237613e-04 8.94123868e-05 9.98202029e-01 9.63817176e-05
 7.52331866e-05 1.33362184e-04]","[0.03 0.02 0.   0.   0.   0.   0.02 0.02 0.   0.   0.   0.   0.   0.
 0.89 0.01 0.   0.01]"
"[7.66364864e-05 5.67196478e-05 1.08359017e-04 8.81334922e-05
 7.63754098e-05 4.77818814e-05 6.55373327e-05 8.32543594e-05
 2.50792953e-05 6.31767427e-05 2.52126302e-04 4.47710805e-05
 8.64355882e-05 9.98693128e-01 5.38637197e-05 8.31788748e-05
 6.28591983e-05 3.25831546e-05]","[0.   0.   0.03 0.01 0.   0.   0.02 0.01 0.   0.   0.   0.   0.   0.9
 0.01 0.01 0.01 0.  ]"
"[9.81791063e-05 6.76200881e-05 1.29646622e-04 7.87106720e-05
 1.79747394e-04 6.80164936e-05 8.16971443e-05 1.00598093e-04
 2.33137902e-04 4.99356349e-05 2.32063279e-03 5.67735777e-05
 1.12864083e-04 9.45570537e-05 5.36622636e-05 4.48190338e-05
 9.96194028e-01 3.53741553e-05]","[0.   0.   0.01 0.01 0.   0.   0.   0.01 0.04 0.   0.09 0.   0.01 0.01
 0.   0.   0.81 0.01]"
"[3.48283761e-05 3.19871864e-05 6.20471903e-05 5.43144001e-05
 9.98040474e-01 3.16332635e-05 3.91250527e-05 6.31253322e-05
 1.09375228e-04 3.30722781e-05 1.17081367e-03 2.12905177e-05
 3.90762699e-05 5.96764143e-05 3.06589224e-05 4.12104791e-05
 1.13386291e-04 2.39053578e-05]","[0.   0.   0.   0.   0.78 0.   0.   0.   0.02 0.   0.19 0.   0.   0.
 0.   0.   0.01 0.  ]"
"[1.19726273e-04 2.09329450e-04 1.48762993e-04 1.68635363e-04
 1.26661463e-04 1.66949937e-04 1.32209332e-04 1.47739398e-04
 3.45476996e-05 2.32572435e-04 1.10751154e-04 9.97464882e-01
 1.76807796e-04 1.37812804e-04 1.39158761e-04 1.59431911e-04
 7.55123438e-05 2.48508911e-04]","[0.01 0.02 0.   0.   0.   0.01 0.   0.   0.02 0.02 0.   0.79 0.03 0.
 0.   0.03 0.   0.07]"
"[9.50372620e-05 1.23370137e-04 1.34166031e-04 6.59030496e-05
 6.32957568e-05 1.60438679e-04 1.11952371e-04 6.68829506e-05
 4.44283012e-05 1.13783542e-04 1.02349166e-04 1.48247227e-04
 4.75344542e-04 8.75864680e-05 7.97187804e-05 9.97854770e-01
 9.91165517e-05 1.73609112e-04]","[0.01 0.04 0.   0.   0.   0.01 0.04 0.   0.   0.02 0.   0.01 0.06 0.
 0.   0.8  0.01 0.  ]"
"[7.25732235e-05 1.16974995e-04 7.90576496e-05 9.84836951e-05
 4.56439956e-05 1.05503712e-04 1.08762373e-04 6.30651215e-05
 3.34877722e-05 8.89777465e-05 2.43627165e-05 1.79084680e-04
 7.20762632e-05 6.86996999e-05 9.98542795e-01 1.04883871e-04
 5.01759991e-05 1.45391226e-04]","[0.   0.07 0.   0.   0.   0.01 0.05 0.   0.   0.02 0.   0.02 0.01 0.
 0.82 0.   0.   0.  ]"
"[1.11996034e-04 7.26852628e-05 9.98483983e-01 1.17986828e-04
 7.68065432e-05 6.01957659e-05 1.16353826e-04 1.35234721e-04
 3.55201083e-05 6.37643736e-05 8.84650735e-05 7.24832707e-05
 1.24345104e-04 1.31927510e-04 8.02214648e-05 8.65383425e-05
 8.79421737e-05 5.35507207e-05]","[0.   0.01 0.83 0.   0.   0.   0.01 0.04 0.   0.   0.   0.   0.01 0.07
 0.   0.02 0.01 0.  ]"
"[3.12364331e-05 2.86439064e-05 5.40623092e-05 4.30367733e-05
 7.29150468e-05 2.50233489e-05 3.55845807e-05 3.54752651e-05
 9.98976223e-01 2.78786510e-05 4.23246755e-04 2.30052431e-05
 3.15923297e-05 4.98020390e-05 2.83577922e-05 2.93099566e-05
 6.85413874e-05 1.60650100e-05]","[0.   0.   0.   0.   0.01 0.   0.   0.   0.97 0.   0.   0.   0.   0.
 0.   0.   0.02 0.  ]"
"[1.38454314e-04 2.49448793e-04 1.78843716e-04 1.59307493e-04
 1.09246570e-04 2.97583428e-04 1.64937396e-04 1.46821476e-04
 3.23837777e-05 9.96458987e-01 1.50438282e-04 3.18371047e-04
 6.90067468e-04 9.51768854e-05 2.78454635e-04 1.81236330e-04
 1.35929943e-04 2.14311184e-04]","[0.02 0.07 0.01 0.02 0.   0.07 0.03 0.02 0.   0.64 0.   0.02 0.02 0.
 0.03 0.04 0.   0.01]"
"[4.49921732e-05 2.35398717e-05 4.78161013e-05 2.51296642e-05
 9.97998580e-01 2.67298487e-05 3.76758794e-05 4.67787966e-05
 7.84421890e-05 3.01150252e-05 1.32693659e-03 2.50741932e-05
 4.11876225e-05 4.71920736e-05 2.86210014e-05 5.69327053e-05
 9.83184958e-05 1.59377834e-05]","[0.   0.   0.02 0.   0.88 0.   0.   0.   0.02 0.   0.06 0.   0.   0.
 0.   0.   0.02 0.  ]"
"[1.16131533e-04 1.22245630e-04 1.35651177e-04 1.31214197e-04
 7.97858796e-05 1.19993811e-04 1.14299211e-04 9.71528490e-05
 2.67795768e-05 7.52316111e-04 5.60934667e-05 1.64663953e-04
 1.38036796e-04 1.03788486e-04 9.97555437e-01 1.21619122e-04
 8.09971802e-05 8.37940700e-05]","[0.03 0.01 0.02 0.02 0.   0.05 0.08 0.01 0.   0.05 0.   0.   0.02 0.03
 0.65 0.01 0.01 0.01]"
"[3.79383483e-05 2.88807390e-05 6.37104710e-05 4.85207040e-05
 9.98540941e-01 2.32568662e-05 3.19835251e-05 4.54353566e-05
 1.58434921e-04 3.10574413e-05 6.82174592e-04 2.20157287e-05
 4.70185669e-05 6.99262880e-05 2.70342312e-05 4.18607613e-05
 8.56140567e-05 1.41961622e-05]","[0.   0.   0.   0.   0.83 0.   0.   0.   0.03 0.   0.12 0.   0.01 0.
 0.   0.   0.01 0.  ]"
"[1.02204845e-04 7.93008104e-05 1.54692988e-04 1.23130897e-04
 6.61430852e-05 1.20626696e-04 1.06284221e-04 1.40557342e-04
 2.74537347e-05 1.51202150e-04 2.23998123e-04 1.15030223e-04
 5.63708040e-04 9.02350550e-05 9.97508282e-01 1.30040372e-04
 1.18267805e-04 1.78841475e-04]","[0.02 0.04 0.   0.04 0.   0.01 0.03 0.   0.   0.03 0.01 0.01 0.   0.
 0.69 0.11 0.01 0.  ]"
